Id_com2017,Surfbati,Surfparc,Surfcons,Maison,Appart,Pro,Divers,Cumul,Dens_cons
76566,1589.25,31479.03,31479.04,12,12,0,0,24,7.62412
76567,1720,43194.31,33405.2,6,0,0,0,6,1.79613
76568,6567.88,84465.21,68757.9,53,0,2,0,55,7.99908
76569,1696.63,44666.81,29808.18,8,0,0,0,8,2.68383
76570,6659.25,45628.54,45628.59,11,0,1,0,12,2.62993
76571,4969.38,77011.39,75872.27,32,2,0,0,34,4.48122
76573,1178.88,32228.29,22927.5,8,0,0,0,8,3.48926
76574,9235.13,158695.65,128657.26,80,0,1,0,81,6.2958
76575,173762,845101.39,843005.36,594,1332,72,7,2005,23.784
76576,2314.88,40504.14,34704.05,10,0,1,0,11,3.16966
76577,5464.63,82216.17,71335.53,48,0,1,0,49,6.86895
76578,444,8902.29,8902.33,2,0,0,0,2,2.2466
76580,6564.63,114642,79390.59,42,0,1,0,43,5.41626
76581,3221,52516.45,43644.92,19,0,0,0,19,4.35331
76582,2580.75,53030.66,33956.47,17,1,1,0,19,5.5954
76583,4967.25,66223.35,62122.46,43,0,0,0,43,6.92181
76584,555.625,4608.49,4608.53,5,0,0,0,5,10.8495
76585,5304,85471.93,69394.97,39,0,1,0,40,5.76411
76586,3298.88,80851.77,38999.26,22,0,0,0,22,5.64113
76587,3261.88,55998.35,55998.37,24,0,0,0,24,4.28584
76588,1871.75,33486.99,33487.09,21,0,1,0,22,6.5697
76589,1423.75,21218.83,21218.84,12,0,0,0,12,5.65535
76590,2336.75,31089.3,30037.1,18,0,0,0,18,5.99259
76591,21996,233417.66,159426.24,93,5,29,0,127,7.96607
76592,70511.88,185320.82,178182.94,15,0,4,0,19,1.06632
76593,10038,102080.77,91229.28,26,0,8,0,34,3.72687
76594,31451.25,315534.97,202570.22,48,0,54,1,103,5.08466
76595,9154,162492.27,133253.37,60,0,7,1,68,5.10306
76596,7447.5,62554.82,62554.66,63,0,0,0,63,10.0712
76597,5777.63,80276.97,70276.67,22,10,4,0,36,5.12261
76598,6715.75,76564.27,58374.68,30,0,2,0,32,5.48183
76599,16451,90474.66,90474.64,108,59,3,0,170,18.7898
76600,38761,565683.5,283844.82,59,14,41,0,114,4.01628
76602,9804.38,211336.81,122946.57,47,0,5,1,53,4.31082
76603,3419,57095.83,57095.93,21,0,0,0,21,3.67802
76604,1061.25,44353.52,26006.88,11,0,0,0,11,4.22965
76605,3992.75,56692.82,48578.95,28,0,2,0,30,6.17551
76606,909.875,8831.3,8831.28,7,0,0,0,7,7.92637
76608,21399.5,295146.38,199546.3,153,0,1,1,155,7.76762
76609,4691.63,63558.08,49161.84,29,0,2,0,31,6.3057
76610,15875,158256.84,133213.24,40,5,38,0,83,6.23061
76611,2479.5,36863.47,36863.39,16,0,0,0,16,4.34035
76612,1456.25,51845.12,35363.31,16,0,1,0,17,4.80724
76613,3358.13,50209.35,47797.39,27,2,0,0,29,6.06728
76614,9329.63,177783.76,90663.14,43,1,2,0,46,5.07373
76615,1194,35689.27,18886.86,11,0,0,0,11,5.82415
76616,7886.5,85775.44,72034.66,46,0,3,0,49,6.80228
76617,7390.25,86468.4,52979.65,27,0,5,1,33,6.22881
76618,94503.13,984182.49,885364.77,727,37,35,0,799,9.02453
76619,2374,73444.39,40161.79,12,0,0,0,12,2.98791
76620,3881.88,101533.28,45628.81,20,0,1,0,21,4.60236
76621,9560.88,162011.71,134599.59,69,0,5,0,74,5.49779
76622,1748,30079.86,30079.73,9,0,1,0,10,3.3245
76623,293,3581.19,3581.2,2,0,0,0,2,5.58472
76624,19119.88,138675.15,133019.07,112,0,13,0,125,9.39715
76626,2002.5,41559.59,33313.69,17,0,0,0,17,5.10301
76627,12578.38,264610.12,147009.32,90,0,3,0,93,6.32613
76628,5534.38,55173.05,55172.83,42,0,1,0,43,7.79369
76629,3075.25,49666.3,49666.41,27,0,0,0,27,5.43627
76630,1365.38,30958.22,27108.13,11,0,0,0,11,4.05782
76631,7550.75,69062.11,69062.18,68,0,1,0,69,9.991
76632,3945.63,77967.14,56030.47,15,0,5,0,20,3.56949
76634,7634.63,78803.24,70248.82,40,0,0,1,41,5.8364
76636,16281.13,150506.1,136267.32,112,14,3,0,129,9.46669
76637,3155.88,36355.96,36355.86,43,1,2,0,46,12.6527
76638,6368,87762.64,58361.02,46,0,4,0,50,8.56736
76640,44444,278030.85,211700.82,175,41,17,0,233,11.0061
76641,258.375,3410.51,3410.46,4,0,0,0,4,11.7286
76642,742.75,9037.6,9037.59,10,0,0,0,10,11.0649
76644,4435.38,37104.99,37105.15,35,3,1,0,39,10.5107
76645,1167.25,21458.08,21458.15,10,0,0,0,10,4.66023
76646,3195.63,37435.35,30631.82,23,0,1,0,24,7.83499
76647,15441.5,134086.09,125712.25,71,106,13,1,191,15.1934
76648,19528.75,157470.89,124095.89,36,17,14,0,67,5.39905
76649,5759.63,93478.38,80016.61,49,3,1,0,53,6.62362
76650,4537.13,88790.87,83539.48,27,0,0,0,27,3.232
76651,524.375,5141.86,5141.91,4,0,0,0,4,7.77921
76652,5825.63,89202.57,70994.23,47,0,1,1,49,6.90197
76653,2546.5,42132.28,42132.22,19,4,0,0,23,5.459
76654,5414.38,80359.34,80359.08,43,0,0,0,43,5.35098
76655,12736,85400.94,82924,66,209,10,0,285,34.3688
76656,4434.63,45770.53,34093.05,51,7,1,0,59,17.3056
76657,129328.63,456302.57,437787.54,72,0,16,0,88,2.01011
76658,4622.25,54435.92,54435.89,35,0,0,0,35,6.42958
76660,48459.25,177778.86,175547.41,28,12,20,1,61,3.47484
76662,939,18380.43,18380.51,6,0,0,0,6,3.26433
76663,4675.25,66808.63,45745.11,36,9,2,0,47,10.2743
76664,5022,59803.13,59803.03,8,0,7,0,15,2.50823
76665,1872.25,34457.67,27515,15,0,0,0,15,5.45157
76666,2666.25,63697.4,63697.55,14,0,4,0,18,2.82585
76667,1179,38906.27,27030.57,8,0,0,0,8,2.95961
76668,2039.63,22806.58,22806.6,13,0,0,0,13,5.70011
76669,2806.75,33792.43,33792.57,20,0,0,0,20,5.91846
76670,6905.88,65186.42,65186.49,50,0,0,0,50,7.6703
76671,625.875,6888.48,6888.49,7,0,0,0,7,10.1619
76672,3089.75,37197.18,37197.29,19,3,3,0,25,6.72092
76673,4801.13,277271.67,62340.84,44,0,0,0,44,7.05797
76674,3271.88,66334.48,55328.24,31,0,0,0,31,5.60292
76675,8225,89337.17,86344.77,65,0,2,0,67,7.75959
76676,4488.5,91182.75,62690.38,37,0,1,0,38,6.06154
76677,4326.75,69995.26,59256.78,29,4,0,0,33,5.56898
76678,9362,215359.51,125111.19,64,2,3,0,69,5.51509
76679,1352.5,34026.47,30315.59,6,0,0,0,6,1.97918
76680,995.125,25223.09,18227.07,8,0,1,0,9,4.93771
76681,52205,267817.05,202555.53,133,569,37,6,745,36.78
76682,5921.5,50346.94,48994.71,49,0,0,0,49,10.0011
76683,3248.88,52381.47,42161.49,21,0,3,0,24,5.6924
76684,9184,58074.42,58074.49,42,8,2,0,52,8.95402
76685,4836,59389.27,59389.1,45,0,2,0,47,7.91391
76686,6392.25,60316.2,60316.21,44,5,3,0,52,8.62123
76688,5454.25,85183.27,85183.18,31,3,2,1,37,4.34358
76689,8941.5,104638.37,91372.26,11,0,6,2,19,2.07941
76690,4114.5,49955.65,49955.6,36,0,0,0,36,7.2064
76691,2927.63,52410.84,49940.98,20,0,1,0,21,4.20496
76692,1442.13,47726.1,18363.27,12,3,0,0,15,8.16848
76693,8396.5,89183.18,89183.32,33,0,3,0,36,4.03663
76694,1260.38,18492.13,18492.28,11,0,0,0,11,5.94843
76695,3357,42931.64,29755.75,19,0,3,0,22,7.39353
76697,3861.5,39321.71,39321.58,35,0,1,0,36,9.15528
76698,2711.13,27887.72,27887.77,18,0,1,0,19,6.81302
76699,5022.63,100444.75,71627.98,41,0,0,0,41,5.72402
76700,12581.13,146402.04,146402.12,98,28,11,0,137,9.35779
76702,4515,151852.32,61848.78,37,0,1,0,38,6.14402
76703,501,18469.41,7094.24,5,0,0,0,5,7.04797
76705,45857,211979.94,188700.97,125,16,19,1,161,8.53202
76706,1979.63,28930.52,20777.87,20,2,0,0,22,10.5882
76707,7457.13,65137.18,65137.04,59,0,1,0,60,9.21135
76708,6360.5,73930.21,63187.61,36,0,3,0,39,6.1721
76709,24368.38,126453.85,119837.78,53,129,16,0,198,16.5223
76710,333,5562.75,5562.74,2,0,0,0,2,3.59535
76711,19394.25,121492.59,98070.69,76,169,29,0,274,27.939
76712,6290.38,56345.89,56345.91,57,0,0,0,57,10.1161
76714,4047.63,51998.39,47645.51,26,0,0,0,26,5.45697
76715,9165.63,101488.23,97683.52,33,0,6,0,39,3.99249
76716,4746.88,91860.54,49688.28,43,3,0,1,47,9.45897
76717,176,5298.16,3622.01,1,0,1,0,2,5.52179
76718,16850.88,224040.66,161952.81,81,13,15,0,109,6.73036
76719,2185.38,44715.76,32465.45,12,12,3,0,27,8.31653
76720,9092.5,288587.93,166534.4,60,2,3,0,65,3.9031
76721,2873,75541.41,49094.35,15,0,1,0,16,3.25903
76723,3094,51282.95,49667.47,29,0,0,0,29,5.83883
76724,1266.25,23011.24,23011.15,10,0,0,0,10,4.34572
76725,4066,54481.54,54481.53,24,0,0,0,24,4.40516
76726,2840.38,62714.9,43233.17,26,0,0,0,26,6.0139
76727,8716.25,175132.73,151928.82,68,0,1,0,69,4.5416
76728,10960.38,79132.48,78501.13,23,0,15,0,38,4.84069
76729,3093,34173.35,34173.28,26,0,0,0,26,7.60828
76730,776.5,15734.11,15734.1,9,0,0,0,9,5.72006
76731,1489.25,21748.57,21748.62,14,0,0,0,14,6.43719
76732,902,13687.8,13687.95,9,0,0,0,9,6.57513
76733,744,10562.42,10562.42,6,0,0,0,6,5.68052
76734,3157.5,64631,49710.97,20,0,0,0,20,4.02326
76735,2672,42407.87,39616.49,18,4,1,0,23,5.80566
76736,1940,20113.62,18782.84,23,0,1,0,24,12.7776
76737,3328.13,54305.52,51041.87,24,0,1,0,25,4.89794
76738,18585.5,113400.55,113400.7,33,6,2,0,41,3.6155
76739,2184.13,29281.7,29281.81,14,0,1,0,15,5.12263
76740,4918.38,60878.4,60878.36,38,0,3,0,41,6.73474
76741,2025.38,44312.63,43773.7,12,0,1,0,13,2.96982
76743,8874.5,106524.63,79155.33,68,0,2,1,71,8.96971
76744,1687.63,24781.75,24781.75,13,0,0,0,13,5.2458
76745,2512.63,24302.49,24302.5,18,0,1,0,19,7.81812
76746,253.375,6789.31,6789.31,3,0,0,0,3,4.41871
76747,3964.5,66111.27,38303.89,24,0,0,0,24,6.26568
76748,2692.63,43245.45,43245.36,22,0,2,0,24,5.54973
76749,1145.5,15023.83,15023.9,8,0,1,0,9,5.99045
76750,4105.13,53780.55,41226.52,14,8,9,0,31,7.51943
76751,5822.63,70067.83,70067.94,34,4,4,0,42,5.99418
76752,23155.88,248256.17,204863.76,102,15,25,1,143,6.98025
76753,7796,55240.33,53368.46,70,4,0,0,74,13.8659
76754,578.125,6576.68,6576.75,5,23,2,0,30,45.6153
76755,4184.13,72535.16,62088,33,0,1,0,34,5.4761
76756,1709.25,16464.1,16464.05,8,0,0,0,8,4.85907
76757,2921.25,50280.42,42792.5,24,0,1,0,25,5.84214
76758,95480.75,492235.9,487103.32,445,627,44,0,1116,22.911
76759,2786.5,43487.87,43488.01,21,0,1,0,22,5.05887
