"insee_2017","bati","parc","cons","mais","app","pro","div","loc","dens"
"27129",2540,72876,53410,22,0,2,0,24,4.49353
"27130",3090,128387,76889,33,0,1,1,35,4.55203
"27132",6904,69758,69758,51,0,0,0,51,7.31102
"27133",9431,141498,134653,52,0,2,0,54,4.0103
"27134",4487,65382,54213,27,0,3,0,30,5.5337
"27135",4448,56580,56579,36,0,1,0,37,6.53947
"27136",4277,77832,77832,13,0,4,0,17,2.18419
"27137",235,4148,4121,3,0,0,0,3,7.27909
"27138",3700,127796,86603,26,0,1,0,27,3.11768
"27139",801,27324,13507,5,0,0,0,5,3.70184
"27140",990,13256,13256,9,0,0,0,9,6.78929
"27141",758,14883,14788,9,0,0,0,9,6.08621
"27142",2782,33071,32859,20,3,8,0,31,9.43427
"27143",125,2700,2683,1,0,0,0,1,3.72762
"27144",1458,25554,25390,10,0,1,0,11,4.33238
"27146",3417,113936,85232,35,0,1,0,36,4.22377
"27147",7382,91148,91148,49,0,1,0,50,5.48558
"27148",3092,132783,76846,18,0,1,0,19,2.47247
"27149",738,19248,19125,9,0,0,0,9,4.706
"27151",7940,121862,121081,62,13,14,0,89,7.35048
"27152",3351,17817,17703,7,12,2,0,21,11.8626
"27153",2789,35076,34851,22,0,2,0,24,6.88644
"27154",3617,41035,38951,28,0,0,0,28,7.18846
"27155",541,4276,4276,4,0,0,0,4,9.35561
"27156",5103,195530,100695,64,0,1,0,65,6.45514
"27157",14740,222165,208544,118,0,4,1,123,5.89803
"27158",2903,35011,35011,23,0,0,0,23,6.56931
"27161",9065,120216,115499,70,0,2,0,72,6.23383
"27162",2252,42768,28534,18,0,0,0,18,6.30818
"27163",1954,29765,25887,17,0,0,0,17,6.56701
"27164",5981,108882,93515,63,0,0,0,63,6.73685
"27165",61651,391850,391850,319,100,23,0,442,11.2798
"27167",4909,155733,121495,52,0,0,0,52,4.28002
"27168",1270,13352,13352,9,1,1,0,11,8.23843
"27169",9549,208644,154578,80,0,0,0,80,5.1754
"27170",7542,130171,88581,59,15,12,0,86,9.7086
"27171",3087,43105,43105,20,0,1,0,21,4.87185
"27173",914,25028,18371,10,0,0,0,10,5.44323
"27174",21258,261722,261387,94,0,7,0,101,3.86401
"27175",4559,220292,60666,48,0,1,0,49,8.07704
"27176",1145,14180,14089,11,0,1,0,12,8.51725
"27177",2338,30717,24328,16,0,0,0,16,6.5769
"27179",10715,123274,117714,56,0,4,0,60,5.09712
"27180",14758,194545,161453,161,15,5,0,181,11.2107
"27181",2296,53434,42932,23,0,1,0,24,5.59026
"27182",639,8682,8682,5,0,0,0,5,5.75906
"27183",9107,92778,92183,94,10,2,1,107,11.6073
"27184",171,890,890,1,0,0,0,1,11.2392
"27185",5093,64147,64147,49,0,1,0,50,7.79454
"27187",2764,41665,35924,21,0,0,0,21,5.8456
"27188",55483,287863,278710,94,10,8,1,113,4.0544
"27189",6622,89395,83681,52,0,0,1,53,6.33355
"27190",1151,21167,17986,4,0,3,0,7,3.89184
"27191",12354,190748,179699,118,17,2,0,137,7.62388
"27192",9842,84630,81055,26,0,15,0,41,5.05832
"27193",3298,33206,32993,30,3,0,0,33,10.0021
"27194",4663,53605,53261,24,0,0,1,25,4.69384
"27196",8597,74843,64140,47,32,2,0,81,12.6287
"27198",28767,521150,402966,207,38,20,0,265,6.57623
"27199",2000,17732,17618,12,19,1,0,32,18.1629
"27200",949,10895,10895,6,0,0,0,6,5.50696
"27201",2345,22658,22658,14,0,0,0,14,6.1788
"27202",2163,28734,28550,21,0,0,0,21,7.35558
"27203",5385,58113,50820,17,0,15,0,32,6.29671
"27204",2254,28369,28187,22,1,0,0,23,8.15977
"27205",1201,19853,19726,11,0,0,0,11,5.57648
"27206",2765,44274,43990,23,0,1,0,24,5.45578
"27207",5444,156109,73786,26,0,0,0,26,3.52371
"27208",310,4450,4421,3,0,1,0,4,9.04676
"27209",8269,146935,146934,63,0,1,0,64,4.35569
"27210",7273,112390,77551,31,0,3,0,34,4.38423
"27212",811,11567,11567,7,0,0,0,7,6.05164
"27213",24739,474820,353970,250,24,10,0,284,8.02327
"27214",2337,25345,25182,22,5,0,0,27,10.7218
"27215",2694,31131,31131,24,0,0,0,24,7.70929
"27216",3469,40313,40313,25,0,1,0,26,6.44951
"27217",9807,62465,62465,33,0,2,0,35,5.60315
"27218",14754,373537,259624,138,6,13,1,158,6.08572
"27219",7340,83526,83525,56,0,1,0,57,6.82428
"27220",734,9197,9138,7,0,0,0,7,7.66029
"27222",1679,40217,39959,15,0,0,0,15,3.75385
"27224",5274,81576,72018,31,0,1,0,32,4.44336
"27226",18679,185442,184253,167,23,22,0,212,11.5059
"27227",6705,130832,94177,50,0,0,0,50,5.30914
"27228",2485,30216,30216,18,0,0,0,18,5.95707
"27229",225010,1220721,1138162,553,1792,212,9,2566,22.5451
"27230",13692,94214,93610,93,118,10,1,222,23.7155
"27231",2888,18900,18900,9,0,1,0,10,5.29113
"27232",1760,21433,21296,19,0,0,0,19,8.92206
"27233",11321,303526,163939,88,0,1,0,89,5.42885
"27234",2141,19552,19552,20,1,0,0,21,10.7406
"27235",446,9116,9058,5,0,0,0,5,5.52025
"27237",1428,56810,24154,10,0,1,0,11,4.55411
"27238",13062,128452,128452,77,1,4,1,83,6.46157
"27239",2184,79621,53724,22,0,1,0,23,4.28112
"27240",409,3174,3154,3,0,1,0,4,12.6838
"27241",1416,26106,26106,13,0,0,0,13,4.97973
"27242",7478,130595,113187,50,0,4,0,54,4.77086
"27243",5023,120325,81847,35,3,0,0,38,4.64281
"27245",1358,34107,30780,15,0,1,0,16,5.19812
"27246",4054,49907,49587,42,0,3,0,45,9.07498
"27247",1280,13620,13533,11,0,0,0,11,8.1285
"27248",1126,40616,34084,13,0,0,0,13,3.81411
"27249",11670,144679,143751,99,2,1,0,102,7.0956
"27251",2251,37546,37305,29,0,0,0,29,7.77373
"27252",1872,110464,27543,18,0,0,0,18,6.53519
"27254",6734,85371,85371,34,0,7,1,42,4.91969
"27256",4347,49160,48791,41,0,0,0,41,8.40326
"27258",8496,180132,140302,42,0,2,0,44,3.1361
"27259",808,13056,12972,9,0,0,0,9,6.93786
"27260",8624,256619,160047,72,0,0,0,72,4.49867
"27261",4260,68865,48486,16,0,2,0,18,3.71245
"27263",4750,105618,91273,31,2,5,0,38,4.16335
"27266",3245,57386,57018,36,0,0,0,36,6.3138
"27267",1226,40623,31087,12,0,0,0,12,3.86008
"27268",14892,61979,61581,23,0,1,0,24,3.89728
"27269",2158,57786,51025,19,0,0,0,19,3.72369
"27270",3859,50907,50581,39,0,1,0,40,7.90818
"27271",4937,39828,39828,23,0,1,0,24,6.02585
"27273",1542,20070,20070,12,0,1,0,13,6.47733
"27275",20861,143629,142708,121,404,15,0,540,37.8395
"27276",948,11679,11604,10,0,0,0,10,8.61763
"27277",3404,38449,38408,30,0,0,0,30,7.81082
"27278",10401,164198,120434,57,3,7,1,68,5.64624
"27279",21685,130055,130055,112,22,14,0,148,11.3798
"27280",4272,36430,36430,34,0,1,0,35,9.60745
"27281",1587,35141,35141,11,0,0,0,11,3.13024
"27282",3686,42665,38488,25,0,0,0,25,6.49561
"27284",58437,319347,298658,191,640,39,0,870,29.1303
"27285",1311,14199,14199,8,3,0,0,11,7.74692
"27286",3272,130205,85988,23,2,1,0,26,3.02368
"27287",4572,62296,62296,33,0,1,0,34,5.45779
"27288",5400,113671,76144,58,2,0,0,60,7.87985
"27289",621,35665,6567,3,0,0,0,3,4.56857
"27290",6204,144053,131076,65,0,3,0,68,5.18783
"27291",554,19398,10729,4,0,0,1,5,4.66045
"27294",6511,97149,96526,60,0,0,0,60,6.21594
"27295",2357,107433,51004,22,0,1,0,23,4.50946
"27297",1589,57476,22411,15,0,1,0,16,7.13922
"27298",2176,25636,23546,18,0,1,0,19,8.06934
"27299",18429,111502,89535,128,35,14,0,177,19.7688
"27300",2029,32191,27653,19,0,1,0,20,7.23261
"27301",9351,120243,99136,63,0,3,0,66,6.65751
"27302",8947,139924,139924,63,0,2,0,65,4.64538
"27304",199,2140,2126,1,0,0,0,1,4.70309
"27306",119030,611345,587760,143,13,103,0,259,4.40656
"27307",3942,68131,60056,37,0,0,0,37,6.16093
"27309",2895,48881,48568,31,0,0,0,31,6.38287
"27310",1176,13568,13481,10,7,1,0,18,13.3521
"27311",7543,107816,92551,56,3,1,0,60,6.48288
"27312",1869,32252,25719,10,0,1,0,11,4.27701
"27313",4542,52117,49562,36,0,0,0,36,7.26367
"27315",835,34505,23328,5,0,0,0,5,2.14335
"27316",8337,209284,146769,51,0,2,0,53,3.61113
"27317",5000,102894,79088,37,0,0,0,37,4.67831
"27318",2329,23124,23124,15,4,1,0,20,8.64904
"27319",2400,41040,36349,19,0,1,0,20,5.50214
"27320",1807,19395,19395,13,0,0,0,13,6.70267
"27321",2757,28682,17347,8,0,1,0,9,5.18816
"27322",5741,62611,60402,36,1,4,0,41,6.7878
"27323",2296,115450,49099,25,0,2,0,27,5.49908
"27324",1348,24485,24328,12,0,1,0,13,5.34364
"27325",2333,47742,47118,25,0,0,0,25,5.30585
"27326",2350,46431,46431,13,0,1,0,14,3.01526
"27327",1975,32707,32707,13,0,1,0,14,4.28038
"27329",2395,35586,35358,21,0,2,0,23,6.50493
"27331",1993,24604,24446,19,0,0,0,19,7.77217
"27332",13224,133774,132014,33,8,15,0,56,4.24198
"27333",3056,53757,53412,30,0,0,0,30,5.61669
"27334",823,25897,20833,10,0,0,0,10,4.80019
"27335",7629,108222,107528,39,1,3,0,43,3.99896
"27336",1805,39007,32166,17,0,0,0,17,5.28501
"27337",1777,33049,32837,17,0,0,0,17,5.17707
"27338",4346,84836,64495,40,0,1,0,41,6.3571
"27339",4094,50460,45250,30,0,1,1,32,7.07178
"27340",6127,115635,101949,44,0,0,0,44,4.31588
"27341",414,16553,9636,4,0,0,0,4,4.15121
"27342",999,30228,19869,11,0,0,0,11,5.53616
"27343",5262,97303,74868,39,3,2,0,44,5.87699
"27345",983,46534,31071,8,0,0,0,8,2.57475
"27346",1065,30079,14118,12,0,0,0,12,8.49985
"27347",6661,41956,41957,54,0,0,0,54,12.8704
"27348",10874,77986,77986,74,55,4,0,133,17.0543
"27349",8564,145913,138189,61,0,2,0,63,4.55898
"27350",3035,58611,47696,33,0,2,1,36,7.54777
"27351",5944,43715,43714,52,9,0,0,61,13.9542
"27353",5370,59173,59173,40,0,0,0,40,6.75985
"27354",2521,30443,30443,17,0,1,0,18,5.91263
"27355",5071,42200,41929,39,15,3,0,57,13.5943
"27358",2489,48575,48575,17,0,1,0,18,3.70563
"27359",1247,65850,26418,15,0,0,0,15,5.67799
"27360",1773,25419,25419,13,0,0,0,13,5.11428
"27361",5162,152947,101427,37,0,0,0,37,3.64795
"27363",1848,49709,30357,14,0,0,0,14,4.61179
"27364",1094,14002,13912,4,0,4,0,8,5.75035
"27365",7898,52127,52127,53,19,1,0,73,14.0043
"27366",1716,19825,19698,16,0,0,0,16,8.12273
"27367",9676,728745,164327,84,0,7,0,91,5.53772
"27368",1361,16956,16847,13,0,0,0,13,7.71638
"27369",714,14053,10661,6,0,0,0,6,5.62787
"27370",1442,32217,21684,13,3,0,0,16,7.37868
"27371",887,29155,18449,8,0,0,0,8,4.33629
"27372",4523,70325,69874,46,0,1,0,47,6.72639
"27373",503,37087,10929,6,0,0,0,6,5.48974
"27374",2455,52834,36405,24,0,1,0,25,6.86717
"27375",91006,457521,448580,359,469,33,3,864,19.2608
"27376",1127,15530,15430,10,0,0,0,10,6.4807
"27377",1804,17990,17875,15,10,5,0,30,16.7836
"27378",4080,98955,63763,44,0,6,0,50,7.8416
"27379",767,11741,11666,9,0,0,0,9,7.7149
"27380",2759,215416,40732,18,0,1,1,20,4.91019
"27381",1139,25265,23844,9,0,1,0,10,4.19392
"27382",2595,28073,28074,16,0,0,0,16,5.69932
"27383",1452,22943,19337,13,0,0,0,13,6.72282
"27384",4007,98887,53985,32,0,1,0,33,6.11281
"27385",29682,435574,266836,153,50,9,0,212,7.94497
"27386",5210,28281,28281,61,20,0,0,81,28.6408
"27388",2829,49992,47326,24,0,1,0,25,5.28256
"27389",4781,71087,71087,39,0,0,0,39,5.48625
"27390",8000,134764,133900,78,0,1,0,79,5.89994
"27391",8986,124932,123772,75,4,4,2,85,6.86745
"27392",1419,26746,26574,11,0,0,0,11,4.13931
"27393",9425,307379,178326,73,2,1,0,76,4.26185
"27394",2278,20863,20863,18,0,0,0,18,8.62772
"27395",201,15085,2836,1,0,1,0,2,7.05295
"27396",2863,53933,53587,30,0,3,0,33,6.15819
"27397",6886,55247,55247,66,0,1,0,67,12.1273
"27398",11252,142383,126158,95,0,14,0,109,8.63998
"27399",601,8250,8250,2,0,1,0,3,3.63637
"27400",1789,28498,25045,15,0,0,0,15,5.98924
"27401",132,1929,1929,1,0,0,0,1,5.18447
"27402",851,15033,14937,9,0,0,0,9,6.02546
"27403",168,1850,1850,2,0,0,0,2,10.8117
"27404",176,7900,7849,1,0,0,0,1,1.27399
"27405",426,8881,8824,4,0,0,0,4,4.53307
"27406",2001,17881,17881,15,0,1,0,16,8.9479
"27407",1701,20917,20783,17,0,0,0,17,8.17982
"27408",1592,27867,23740,15,0,0,0,15,6.31832
"27410",22118,108542,108542,57,0,2,0,59,5.43566
"27411",1373,18896,18775,14,0,0,0,14,7.4568
"27412",11312,180478,120641,67,2,1,0,70,5.80235
"27413",1448,44477,23028,15,1,3,0,19,8.25066
"27414",5666,82036,81510,64,12,3,0,79,9.69209
"27415",3708,209187,107535,33,11,2,0,46,4.27768
"27416",3267,56148,55788,36,0,0,0,36,6.453
"27417",5339,79478,78968,53,0,3,0,56,7.09145
"27418",1476,48920,36798,16,0,0,0,16,4.34801
"27419",2986,45361,45070,27,0,2,0,29,6.43442
"27420",1225,7011,6966,6,0,1,0,7,10.0487
"27421",1398,35735,26250,17,0,1,0,18,6.85724
"27422",2818,39089,38251,27,2,0,0,29,7.58148
"27423",2721,44625,44339,24,0,0,0,24,5.41287
"27424",26339,35447,35220,7,0,2,0,9,2.55539
"27425",20578,350739,276448,111,0,11,0,122,4.41313
"27426",7059,71351,70893,65,0,0,0,65,9.1687
"27427",2692,106118,49321,20,0,4,0,24,4.86611
"27428",40884,336232,243737,235,53,16,2,306,12.5545
"27429",676,11063,11063,6,0,0,0,6,5.42362
"27430",3856,65574,65153,36,2,0,0,38,5.83238
"27431",1399,27458,27282,13,9,1,0,23,8.43047
"27432",8701,123694,123694,61,0,0,0,61,4.93154
"27433",1263,38627,23689,16,0,0,0,16,6.75415
"27434",89,2199,2185,1,0,0,0,1,4.57686
"27435",3247,135540,71968,32,0,0,0,32,4.44645
"27436",5205,87293,80021,34,0,0,1,35,4.37388
"27437",2292,34626,34404,24,0,0,0,24,6.97594
"27438",7980,65632,62034,25,101,11,0,137,22.0848
"27439",7737,65067,65067,15,0,8,0,23,3.53483
"27440",3084,43682,43402,23,0,2,0,25,5.76012
"27441",286,16073,11673,2,0,0,0,2,1.71332
"27442",417,16671,10881,4,0,0,0,4,3.67622
"27444",1759,94664,52573,15,0,1,0,16,3.04341
"27445",929,27993,6451,6,0,1,0,7,10.8504
"27446",4992,65285,60231,35,0,2,0,37,6.14303
"27447",3086,74413,73936,29,0,2,0,31,4.19282
"27448",32638,165630,163457,92,44,16,2,154,9.42145
"27451",965,15267,15267,8,0,0,0,8,5.23997
"27453",21402,134852,133987,70,2,13,0,85,6.34389
"27454",2585,56152,38903,28,0,0,0,28,7.19741
"27455",1185,60801,29632,11,0,0,0,11,3.71223
"27456",2577,41618,22306,15,0,1,0,16,7.17308
"27457",5867,66299,65627,50,0,0,0,50,7.61883
"27458",20459,135605,135605,162,5,4,0,171,12.6102
"27459",413,8397,8343,4,0,0,0,4,4.79435
"27460",1189,30898,28486,10,0,0,0,10,3.51047
"27462",437,19143,11866,5,0,0,0,5,4.21359
"27463",4140,177883,87196,39,0,6,0,45,5.16078
"27464",6821,76288,76288,59,0,0,0,59,7.73382
"27465",1687,39423,26563,14,0,0,0,14,5.27048
"27466",2800,56402,49348,31,0,0,0,31,6.28186
"27467",113722,574662,516048,270,675,93,1,1039,20.1338
"27468",2449,48221,24889,15,0,3,0,18,7.23216
"27469",24560,170337,155138,216,32,11,1,260,16.7593
"27470",13049,72048,71586,45,11,13,1,70,9.77847
"27471",213,2624,2607,2,0,0,0,2,7.67112
"27472",2245,32017,32017,14,0,2,0,16,4.99728
"27473",2180,43282,37400,21,0,1,0,22,5.88228
"27474",2776,23471,23471,23,0,2,0,25,10.6514
"27475",1164,30569,30373,12,0,0,0,12,3.95088
"27476",1239,47440,21981,8,0,1,0,9,4.09437
"27477",2599,28929,28743,21,0,0,0,21,7.306
"27478",13411,117157,107449,82,0,8,0,90,8.37605
"27480",4513,71417,70959,40,0,3,0,43,6.05985
"27481",25539,391449,360055,26,0,317,0,343,9.52631
"27482",335,3623,3623,3,0,0,0,3,8.28083
"27483",1625,17862,17862,16,0,0,0,16,8.95758
"27485",2330,22421,22421,25,2,0,0,27,12.0423
"27486",6990,60323,60323,27,0,3,0,30,4.97326
"27487",1417,20824,20690,13,0,0,0,13,6.28311
"27488",832,33136,16421,8,0,0,1,9,5.48078
"27489",4266,57837,57837,31,0,1,0,32,5.53278
"27490",466,5122,5089,8,0,0,0,8,15.7197
"27491",408,30261,21040,4,0,0,0,4,1.90112
"27492",1625,38272,38027,20,0,0,0,20,5.25949
"27493",21543,216303,202198,228,33,16,2,279,13.7984
"27495",1499,18935,18814,15,0,0,0,15,7.97297
"27496",1820,32884,32673,19,0,0,0,19,5.81517
"27497",12781,223105,165140,100,0,2,0,102,6.17659
"27498",2207,42516,42243,25,0,0,0,25,5.91809
"27500",13101,183185,106204,70,14,4,0,88,8.28591
"27501",2792,42547,42547,26,0,0,0,26,6.11083
"27502",6662,111423,95241,66,17,8,1,92,9.65967
"27504",20293,207308,192653,159,0,6,0,165,8.56464
"27505",953,45896,34921,9,0,0,0,9,2.57727
"27507",32753,349351,303558,240,53,25,1,319,10.5087
"27508",1933,74337,43645,17,0,2,0,19,4.35327
"27511",3973,45808,45808,34,0,0,0,34,7.42234
"27512",2666,108438,68321,25,0,0,0,25,3.6592
"27514",1767,104469,38695,18,0,1,0,19,4.91017
"27516",3362,152108,72078,30,0,0,0,30,4.16218
"27517",25684,410572,290232,128,1,20,0,149,5.13382
"27518",10285,234604,139596,74,0,0,0,74,5.30102
"27520",648,35817,16485,7,0,0,0,7,4.2464
"27521",296,15094,8548,3,0,0,0,3,3.50963
"27522",4424,189158,96057,43,0,0,0,43,4.47652
"27523",2145,111700,40906,20,0,2,0,22,5.37819
"27524",11184,139213,133320,72,0,1,0,73,5.47554
"27525",2895,38710,38710,28,0,0,0,28,7.23336
"27527",510,40691,13813,7,0,0,0,7,5.06774
"27528",27271,154106,154105,162,31,10,0,203,13.1728
"27529",4017,128460,68306,22,0,2,0,24,3.51362
"27530",427,17263,9529,4,0,0,0,4,4.19792
"27531",2825,59608,53905,17,0,0,0,17,3.15368
"27533",2582,39571,39317,20,0,5,0,25,6.35853
"27534",7223,65586,59532,46,0,3,1,50,8.39887
"27535",2072,26248,26248,16,0,1,0,17,6.4767
"27536",4614,59816,59816,32,0,1,0,33,5.51695
"27537",5510,77909,57955,52,4,0,0,56,9.66268
"27538",3522,85255,59209,43,7,1,0,51,8.61359
"27539",3158,37158,36920,28,0,0,0,28,7.58403
"27540",2269,35931,29316,13,4,1,0,18,6.13994
"27541",1369,44134,36138,13,0,0,0,13,3.59735
"27542",5911,131065,123816,65,3,0,0,68,5.49203
"27543",3587,56253,55892,34,1,1,0,36,6.44097
"27544",1597,13275,13275,14,0,0,0,14,10.5459
"27545",84,3040,3040,1,0,0,0,1,3.28936
"27546",260,5545,5545,2,0,0,0,2,3.60712
"27547",6805,220316,113578,77,0,1,1,79,6.95558
"27548",4134,59835,57907,42,3,1,0,46,7.94374
"27549",12552,103524,87900,72,57,3,0,132,15.0171
"27550",1924,60001,34484,20,0,0,0,20,5.79973
"27551",125,3411,3389,1,0,0,0,1,2.95059
"27552",1689,98045,41311,16,0,1,0,17,4.11509
"27553",2477,63087,39917,30,0,0,0,30,7.51552
"27554",10271,134652,125197,84,0,0,1,85,6.78927
"27555",969,34235,15714,11,0,0,0,11,7.0003
"27556",785,50423,22584,8,0,0,0,8,3.54229
"27557",771,55032,31672,7,0,0,0,7,2.21019
"27558",1588,29420,29421,11,0,1,0,12,4.07877
"27560",3060,205398,38872,16,0,1,0,17,4.37338
"27561",18771,285437,128060,46,6,7,0,59,4.60722
"27562",120749,469076,451084,65,27,85,1,178,3.94605
"27563",6651,115900,91862,49,0,0,0,49,5.33408
"27564",2775,148669,65342,19,0,3,0,22,3.36689
"27565",8738,719280,142265,74,0,0,1,75,5.27187
"27567",722,9291,9231,8,0,0,0,8,8.66605
"27568",4297,52221,52221,28,0,0,0,28,5.36186
"27569",5208,66965,52786,12,0,1,0,13,2.46276
"27570",815,6492,6492,5,0,0,0,5,7.70124
"27571",2854,47444,47140,29,0,0,0,29,6.15193
"27572",4031,48202,48202,31,0,0,0,31,6.43125
"27576",4770,148221,147270,43,0,1,0,44,2.9877
"27577",2831,73175,57667,21,0,0,0,21,3.64157
"27578",4879,92370,83539,42,0,3,0,45,5.38672
"27579",437,4842,4842,4,0,0,0,4,8.26155
"27580",22210,213081,205866,168,5,2,0,175,8.50066
"27581",3367,83284,58756,25,0,0,0,25,4.25492
"27582",8661,79888,75054,70,4,1,0,75,9.99274
"27584",4339,64231,61120,34,0,0,0,34,5.56279
"27586",1020,22555,22555,8,0,0,0,8,3.54689
"27587",3986,134949,75682,39,2,4,0,45,5.94591
"27589",1782,31905,31700,13,0,1,0,14,4.41635
"27590",1206,28997,24369,13,0,0,0,13,5.33471
"27591",3536,151277,72551,39,0,0,0,39,5.37555
"27592",1616,34811,26514,17,0,0,0,17,6.41175
"27593",13357,116724,116724,117,5,14,0,136,11.6514
"27594",2884,79899,60384,31,0,1,0,32,5.2994
"27595",4478,66403,64063,38,0,0,0,38,5.93168
"27597",5763,105751,90022,43,0,0,0,43,4.77661
"27598",1805,18274,18274,15,14,0,0,29,15.8697
"27599",3905,68711,67153,35,3,4,0,42,6.25442
"27600",1813,68955,27025,12,0,1,0,13,4.81043
"27601",4554,121873,110976,41,0,0,0,41,3.69448
"27602",49062,330174,326185,328,169,20,0,517,15.8499
"27603",2552,86305,53631,26,0,0,0,26,4.84796
"27604",2673,72951,37804,7,0,2,0,9,2.38067
"27605",1418,92267,34843,14,0,0,0,14,4.01802
"27606",8424,166388,125951,52,4,2,0,58,4.60496
"27607",3366,78257,69472,22,0,1,0,23,3.31066
"27608",3338,62709,50956,38,0,0,0,38,7.45747
"27609",1567,54816,44101,15,0,1,0,16,3.62801
"27610",215,30537,7125,2,0,0,0,2,2.80693
"27611",1164,28535,14218,8,0,0,0,8,5.62656
"27612",4536,61023,56425,32,0,3,0,35,6.20295
"27613",4997,167363,117738,50,0,3,0,53,4.50152
"27614",1174,22302,22159,13,0,0,0,13,5.86669
"27615",1627,14697,14697,13,0,0,0,13,8.84551
"27616",9447,80394,76390,65,0,2,0,67,8.7708
"27617",3337,35669,35440,37,0,0,0,37,10.4401
"27618",6744,111819,109560,56,0,1,0,57,5.20261
"27620",4094,89895,87267,30,0,1,0,31,3.55234
"27621",1256,38269,21786,5,0,10,0,15,6.88501
"27622",9978,128416,118549,79,32,8,1,120,10.1224
"27623",5107,47300,47300,42,0,0,0,42,8.87943
"27624",6150,65529,65529,55,0,0,0,55,8.39323
"27625",3207,41596,41329,37,0,0,0,37,8.9525
"27627",2766,62404,51082,19,0,2,0,21,4.11101
"27629",10547,126680,107546,129,4,8,0,141,13.1107
"27630",1787,44844,30616,17,0,1,0,18,5.87922
"27631",3861,57469,57469,34,0,0,0,34,5.91627
"27632",2804,38868,38619,31,0,0,0,31,8.02719
"27633",1643,17519,17407,16,8,0,0,24,13.7878
"27635",1607,28205,28024,16,0,0,0,16,5.70938
"27638",42323,461010,390274,259,6,11,1,277,7.09758
"27640",779,15764,15663,8,0,0,0,8,5.1076
"27641",3068,61708,44456,26,0,0,0,26,5.84845
"27642",1360,35042,23091,13,0,3,0,16,6.92905
"27643",19215,69218,64584,6,0,18,0,24,3.71607
"27644",1616,33227,21877,16,0,1,0,17,7.77078
"27645",1920,37299,31916,12,0,2,0,14,4.38646
"27646",7187,145325,92967,59,0,1,0,60,6.45393
"27649",1945,27953,27774,20,0,0,0,20,7.20103
"27650",9025,130242,111226,48,0,2,1,51,4.58525
"27651",106,1744,1744,0,0,1,0,1,5.73412
"27652",2799,37732,37732,19,0,0,0,19,5.03549
"27654",15687,200235,196476,100,0,3,0,103,5.24238
"27655",7917,204296,146444,50,0,3,0,53,3.61913
"27656",12123,287231,130844,87,4,1,1,93,7.10769
"27657",2697,56019,48927,20,0,0,0,20,4.08775
"27658",3160,61606,45038,22,0,0,0,22,4.88481
"27659",1553,18883,18883,9,0,0,0,9,4.76618
"27660",5179,133079,95682,21,4,5,0,30,3.13539
"27661",4509,68418,44886,16,6,9,0,31,6.90638
"27662",4402,155123,119586,34,0,0,0,34,2.84315
"27663",1402,28564,24243,12,0,0,0,12,4.94988
"27664",3738,78422,75653,34,0,1,0,35,4.62641
"27665",7623,217146,138364,52,0,4,0,56,4.04728
"27666",3419,40152,40152,26,0,0,0,26,6.47538
"27667",2673,43034,43034,20,0,0,0,20,4.64752
"27668",1114,20968,20968,8,0,0,0,8,3.81539
"27669",5010,180606,73803,35,0,0,0,35,4.74236
"27670",4360,68937,68495,43,0,1,0,44,6.42384
"27671",2616,71001,53154,17,0,1,0,18,3.3864
"27672",340,4494,4465,3,4,0,0,7,15.6768
"27673",935,8569,8514,7,0,0,0,7,8.22174
"27674",2795,32023,32023,18,0,0,0,18,5.62105
"27676",7288,138289,99657,64,0,5,0,69,6.92376
"27677",3992,48942,48942,32,0,0,0,32,6.5384
"27678",5251,55777,55777,40,0,0,0,40,7.17143
"27679",94368,665246,636029,341,114,52,1,508,7.98706
"27680",1425,43366,22442,13,0,1,0,14,6.23827
"27681",131305,666295,586634,452,784,82,1,1319,22.4842
"27682",2068,24310,24154,23,0,0,0,23,9.5222
"27683",832,24011,23857,7,14,0,0,21,8.80247
"27684",49509,217662,217662,26,3,91,0,120,5.51314
"27685",2345,55535,41685,23,0,2,0,25,5.99737
"27686",560,21238,11518,4,0,0,0,4,3.47296
"27689",2265,25722,25722,18,0,0,0,18,6.99788
"27690",2168,33699,33483,23,0,0,0,23,6.8692
"27691",4785,60490,60102,47,0,0,0,47,7.82003
"27692",1241,25170,15297,7,0,0,0,7,4.57594
"27693",10793,225982,169023,55,0,7,0,62,3.66815
"27694",1610,24080,24080,14,0,0,1,15,6.22926
"27695",1106,15127,15127,7,0,0,0,7,4.62758
"27696",3874,79865,41498,30,0,0,1,31,7.47024
"27697",29475,141333,141333,17,0,7,0,24,1.69812
"27698",6461,57158,57158,40,0,3,0,43,7.52296
"27699",1364,22507,19617,11,0,0,1,12,6.11706
"27700",5340,71207,66065,37,0,1,0,38,5.7519
"27701",79901,466333,445809,247,315,56,1,619,13.8849
"50002",77866,400525,388785,125,132,68,3,328,8.43655
"50003",43338,270370,247569,294,61,23,3,381,15.3896
"50004",5931,118073,90080,30,0,3,0,33,3.66342
"50006",2201,62569,55737,11,0,1,0,12,2.15297
"50007",1185,34340,22773,8,0,0,0,8,3.51288
"50008",2545,26025,26025,16,12,0,0,28,10.7587
"50013",3193,37787,33306,23,0,0,0,23,6.90566
"50014",2346,33816,29147,17,0,1,0,18,6.17552
"50015",9731,93828,91029,69,5,1,1,76,8.34903
"50016",834,24297,16129,8,0,0,0,8,4.96007
"50019",3662,42032,35421,23,5,1,0,29,8.1873
